[bonsai2-run +0.002s] staging Ternary-Bonsai-2-27B-PQ2_0.gguf Qwen3.8-27B-DFlash2-r3-Q4_K_M.gguf -> /dev/shm/models (8 streams/file)
[bonsai2-run +3.036s] staged 7.8G
[bonsai2-run +3.037s] exec llama-server -m /dev/shm/models/Ternary-Bonsai-2-27B-PQ2_0.gguf -ngl 999 -fa on -c 8192 -np 1 --host 0.0.0.0 --port 8080 --no-warmup --metrics --jinja -md /dev/shm/models/Qwen3.8-27B-DFlash2-r3-Q4_K_M.gguf --spec-type draft-dflash --spec-draft-n-max 3 -ngld 999
0.00.126.521 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.126.866 W srv  llama_server: -----------------
0.00.126.871 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.126.871 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.126.871 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.126.871 W srv  llama_server: -----------------
0.00.128.150 I srv    load_model: loading model '/dev/shm/models/Ternary-Bonsai-2-27B-PQ2_0.gguf'
0.01.058.077 E llama_init_from_model: failed to initialize the context: dflash requires ctx_other to be set (this warning is normal during memory fitting)
0.01.103.951 W operator(): failed to measure the memory of the extra model, fitting without it: failed to create llama_context from model
0.02.810.587 I cmn          init: llama threadpool init, n_threads = 24
0.02.810.624 I common_speculative_init_result: loading draft model '/dev/shm/models/Qwen3.8-27B-DFlash2-r3-Q4_K_M.gguf'
0.03.546.839 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 8192, kv_unified = 'false'
0.03.546.855 I common_speculative_impl_draft_dflash: adding speculative implementation 'draft-dflash'
0.03.546.857 I common_speculative_impl_draft_dflash: - n_max=3, n_min=0, p_min=0.00
0.03.546.858 I common_speculative_impl_draft_dflash: - block_size=8, mask_token_id=248070, n_extract=5, sample_from_anchor=true, lineage=dflash
0.03.599.603 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.03.599.618 I srv  llama_server: model loaded
0.03.599.621 I srv  llama_server: listening on http://0.0.0.0:8080
0.03.599.621 W srv  llama_server: NOTICE: server default port will be changed to :9931 in a future release
0.03.599.621 W srv  llama_server:         ref: https://github.com/ggml-org/llama.cpp/pull/26508
0.04.145.883 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
57.11.745.679 I slot      release: id  0 | task 53089 | stop processing: n_tokens = 615, truncated = 0
57.11.748.196 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 6132348899
57.11.748.333 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 487.998 MiB)
57.11.970.156 I slot launch_slot_: id  0 | task 53238 | processing task, is_child = 0
57.15.236.687 I slot print_timing: id  0 | task 53238 | n_gen =    178, tg =  58.91 t/s, tg_3s =  59.24 t/s
57.18.251.567 I slot print_timing: id  0 | task 53238 | n_gen =    364, tg =  60.30 t/s, tg_3s =  61.69 t/s
57.21.274.982 I slot print_timing: id  0 | task 53238 | n_gen =    553, tg =  61.04 t/s, tg_3s =  62.51 t/s
57.24.311.450 I slot print_timing: id  0 | task 53238 | n_gen =    746, tg =  61.67 t/s, tg_3s =  63.56 t/s
57.27.348.684 I slot print_timing: id  0 | task 53238 | n_gen =    939, tg =  62.05 t/s, tg_3s =  63.54 t/s
57.30.377.544 I slot print_timing: id  0 | task 53238 | n_gen =   1113, tg =  61.28 t/s, tg_3s =  57.45 t/s
57.33.422.511 I slot print_timing: id  0 | task 53238 | n_gen =   1304, tg =  61.49 t/s, tg_3s =  62.73 t/s
57.36.470.561 I slot print_timing: id  0 | task 53238 | n_gen =   1496, tg =  61.68 t/s, tg_3s =  62.99 t/s
57.38.397.021 I slot print_timing: id  0 | task 53238 | prompt eval time =     261.75 ms /    92 tokens (    2.85 ms per token,   351.48 tokens per second)
57.38.397.029 I slot print_timing: id  0 | task 53238 |        eval time =   26165.09 ms /  1613 tokens (   16.23 ms per token,    61.61 tokens per second)
57.38.397.031 I slot print_timing: id  0 | task 53238 |       total time =   26426.83 ms /  1705 tokens
57.38.397.032 I slot print_timing: id  0 | task 53238 |    graphs reused =      51024
57.38.397.036 I slot print_timing: id  0 | task 53238 | draft acceptance = 0.93775 ( 1190 accepted /  1269 generated), mean len =  3.81
57.38.397.083 I slot      release: id  0 | task 53238 | stop processing: n_tokens = 1705, truncated = 0
57.38.399.803 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 6159000303
57.38.399.980 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 487.916 MiB)
57.38.651.333 I slot launch_slot_: id  0 | task 53664 | processing task, is_child = 0
57.41.942.240 I slot print_timing: id  0 | task 53664 | n_gen =    173, tg =  57.17 t/s, tg_3s =  57.50 t/s
57.44.951.513 I slot print_timing: id  0 | task 53664 | n_gen =    357, tg =  59.16 t/s, tg_3s =  61.14 t/s
57.47.962.008 I slot print_timing: id  0 | task 53664 | n_gen =    531, tg =  58.70 t/s, tg_3s =  57.80 t/s
57.50.988.908 I slot print_timing: id  0 | task 53664 | n_gen =    724, tg =  59.97 t/s, tg_3s =  63.76 t/s
57.54.001.769 I slot print_timing: id  0 | task 53664 | n_gen =    877, tg =  58.14 t/s, tg_3s =  50.78 t/s
57.54.310.343 I slot print_timing: id  0 | task 53664 | prompt eval time =     282.31 ms /   112 tokens (    2.52 ms per token,   396.72 tokens per second)
57.54.310.351 I slot print_timing: id  0 | task 53664 |        eval time =   15376.67 ms /   897 tokens (   17.16 ms per token,    58.27 tokens per second)
57.54.310.352 I slot print_timing: id  0 | task 53664 |       total time =   15658.98 ms /  1009 tokens
57.54.310.352 I slot print_timing: id  0 | task 53664 |    graphs reused =      51270
57.54.310.355 I slot print_timing: id  0 | task 53664 | draft acceptance = 0.86133 (  646 accepted /   750 generated), mean len =  3.58
57.54.310.389 I slot      release: id  0 | task 53664 | stop processing: n_tokens = 1008, truncated = 0
57.54.312.934 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 6174913609
57.54.504.887 I slot launch_slot_: id  0 | task 53917 | processing task, is_child = 0
57.57.720.740 I slot print_timing: id  0 | task 53917 | n_gen =    161, tg =  53.31 t/s, tg_3s =  53.64 t/s
57.58.958.250 I slot print_timing: id  0 | task 53917 | prompt eval time =     214.44 ms /    45 tokens (    4.77 ms per token,   209.85 tokens per second)
57.58.958.258 I slot print_timing: id  0 | task 53917 |        eval time =    4238.89 ms /   237 tokens (   17.96 ms per token,    55.67 tokens per second)
57.58.958.258 I slot print_timing: id  0 | task 53917 |       total time =    4453.33 ms /   282 tokens
57.58.958.259 I slot print_timing: id  0 | task 53917 |    graphs reused =      51337
57.58.958.262 I slot print_timing: id  0 | task 53917 | draft acceptance = 0.81159 (  168 accepted /   207 generated), mean len =  3.43
57.58.958.293 I slot      release: id  0 | task 53917 | stop processing: n_tokens = 282, truncated = 0
57.58.960.949 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 6179561512
57.58.961.019 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 477.573 MiB)
57.59.160.178 I slot launch_slot_: id  0 | task 53989 | processing task, is_child = 0
58.02.626.087 I slot print_timing: id  0 | task 53989 | n_gen =    187, tg =  61.77 t/s, tg_3s =  62.10 t/s
58.05.640.042 I slot print_timing: id  0 | task 53989 | n_gen =    374, tg =  61.91 t/s, tg_3s =  62.04 t/s
58.08.658.588 I slot print_timing: id  0 | task 53989 | n_gen =    566, tg =  62.47 t/s, tg_3s =  63.61 t/s
58.11.679.907 I slot print_timing: id  0 | task 53989 | n_gen =    746, tg =  61.75 t/s, tg_3s =  59.58 t/s
58.14.712.118 I slot print_timing: id  0 | task 53989 | n_gen =    935, tg =  61.87 t/s, tg_3s =  62.33 t/s
58.17.748.826 I slot print_timing: id  0 | task 53989 | n_gen =   1120, tg =  61.71 t/s, tg_3s =  60.92 t/s
58.20.775.868 I slot print_timing: id  0 | task 53989 | n_gen =   1282, tg =  60.54 t/s, tg_3s =  53.52 t/s
58.23.827.611 I slot print_timing: id  0 | task 53989 | n_gen =   1434, tg =  59.18 t/s, tg_3s =  49.81 t/s
58.26.869.833 I slot print_timing: id  0 | task 53989 | n_gen =   1568, tg =  57.49 t/s, tg_3s =  44.05 t/s
58.29.915.384 I slot print_timing: id  0 | task 53989 | n_gen =   1723, tg =  56.83 t/s, tg_3s =  50.89 t/s
58.32.974.714 I slot print_timing: id  0 | task 53989 | n_gen =   1890, tg =  56.63 t/s, tg_3s =  54.59 t/s
58.35.343.823 I slot print_timing: id  0 | task 53989 | prompt eval time =     454.74 ms /   250 tokens (    1.82 ms per token,   549.77 tokens per second)
58.35.343.830 I slot print_timing: id  0 | task 53989 |        eval time =   35728.87 ms /  2032 tokens (   17.59 ms per token,    56.84 tokens per second)
58.35.343.831 I slot print_timing: id  0 | task 53989 |       total time =   36183.61 ms /  2282 tokens
58.35.343.831 I slot print_timing: id  0 | task 53989 |    graphs reused =      51905
58.35.343.834 I slot print_timing: id  0 | task 53989 | draft acceptance = 0.84055 ( 1455 accepted /  1731 generated), mean len =  3.52
58.35.343.872 I slot      release: id  0 | task 53989 | stop processing: n_tokens = 2282, truncated = 0
58.35.346.404 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 6215947091
58.35.346.669 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 376.416 MiB)
58.35.623.093 I slot launch_slot_: id  0 | task 54569 | processing task, is_child = 0
58.38.897.129 I slot print_timing: id  0 | task 54569 | n_gen =    172, tg =  55.82 t/s, tg_3s =  56.15 t/s
58.41.956.356 I slot print_timing: id  0 | task 54569 | n_gen =    333, tg =  54.23 t/s, tg_3s =  52.63 t/s
58.44.976.118 I slot print_timing: id  0 | task 54569 | n_gen =    512, tg =  55.89 t/s, tg_3s =  59.28 t/s
58.47.986.764 I slot print_timing: id  0 | task 54569 | n_gen =    694, tg =  57.02 t/s, tg_3s =  60.45 t/s
58.51.020.146 I slot print_timing: id  0 | task 54569 | n_gen =    868, tg =  57.09 t/s, tg_3s =  57.36 t/s
58.54.051.732 I slot print_timing: id  0 | task 54569 | n_gen =   1031, tg =  56.54 t/s, tg_3s =  53.77 t/s
58.56.217.662 I slot print_timing: id  0 | task 54569 | prompt eval time =     210.85 ms /    43 tokens (    4.90 ms per token,   203.94 tokens per second)
58.56.217.672 I slot print_timing: id  0 | task 54569 |        eval time =   20383.68 ms /  1157 tokens (   17.63 ms per token,    56.71 tokens per second)
58.56.217.672 I slot print_timing: id  0 | task 54569 |       total time =   20594.53 ms /  1200 tokens
58.56.217.673 I slot print_timing: id  0 | task 54569 |    graphs reused =      52231
58.56.217.676 I slot print_timing: id  0 | task 54569 | draft acceptance = 0.83182 (  826 accepted /   993 generated), mean len =  3.50
58.56.217.708 I slot      release: id  0 | task 54569 | stop processing: n_tokens = 1200, truncated = 0
58.56.220.229 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 6236820928
58.56.220.392 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 355.214 MiB)
58.56.442.309 I slot launch_slot_: id  0 | task 54903 | processing task, is_child = 0
58.59.727.492 I slot print_timing: id  0 | task 54903 | n_gen =    174, tg =  56.64 t/s, tg_3s =  56.97 t/s
59.02.746.562 I slot print_timing: id  0 | task 54903 | n_gen =    351, tg =  57.63 t/s, tg_3s =  58.63 t/s
59.05.768.338 I slot print_timing: id  0 | task 54903 | n_gen =    518, tg =  56.84 t/s, tg_3s =  55.27 t/s
59.08.778.655 I slot print_timing: id  0 | task 54903 | n_gen =    685, tg =  56.50 t/s, tg_3s =  55.48 t/s
59.09.154.640 I slot print_timing: id  0 | task 54903 | prompt eval time =     230.97 ms /    63 tokens (    3.67 ms per token,   272.76 tokens per second)
59.09.154.648 I slot print_timing: id  0 | task 54903 |        eval time =   12481.32 ms /   704 tokens (   17.75 ms per token,    56.32 tokens per second)
59.09.154.648 I slot print_timing: id  0 | task 54903 |       total time =   12712.30 ms /   767 tokens
59.09.154.649 I slot print_timing: id  0 | task 54903 |    graphs reused =      52430
59.09.154.652 I slot print_timing: id  0 | task 54903 | draft acceptance = 0.82266 (  501 accepted /   609 generated), mean len =  3.47
59.09.154.684 I slot      release: id  0 | task 54903 | stop processing: n_tokens = 767, truncated = 0
59.09.157.241 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 6249757903
59.09.157.354 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 457.313 MiB)
59.09.376.809 I slot launch_slot_: id  0 | task 55109 | processing task, is_child = 0
59.12.641.695 I slot print_timing: id  0 | task 55109 | n_gen =    183, tg =  59.57 t/s, tg_3s =  59.90 t/s
59.15.652.490 I slot print_timing: id  0 | task 55109 | n_gen =    353, tg =  58.03 t/s, tg_3s =  56.46 t/s
59.17.624.852 I slot print_timing: id  0 | task 55109 | prompt eval time =     209.74 ms /    41 tokens (    5.12 ms per token,   195.48 tokens per second)
59.17.624.861 I slot print_timing: id  0 | task 55109 |        eval time =    8038.28 ms /   475 tokens (   16.96 ms per token,    58.97 tokens per second)
59.17.624.861 I slot print_timing: id  0 | task 55109 |       total time =    8248.01 ms /   516 tokens
59.17.624.862 I slot print_timing: id  0 | task 55109 |    graphs reused =      52558
59.17.624.865 I slot print_timing: id  0 | task 55109 | draft acceptance = 0.87532 (  344 accepted /   393 generated), mean len =  3.63
59.17.624.898 I slot      release: id  0 | task 55109 | stop processing: n_tokens = 516, truncated = 0
59.17.627.492 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 6258228117
59.17.627.583 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 482.580 MiB)
59.17.838.527 I slot launch_slot_: id  0 | task 55243 | processing task, is_child = 0
59.21.073.488 I slot print_timing: id  0 | task 55243 | n_gen =    184, tg =  60.99 t/s, tg_3s =  61.33 t/s
59.23.710.850 I slot print_timing: id  0 | task 55243 | prompt eval time =     234.65 ms /    67 tokens (    3.50 ms per token,   285.53 tokens per second)
59.23.710.859 I slot print_timing: id  0 | task 55243 |        eval time =    5637.64 ms /   342 tokens (   16.53 ms per token,    60.49 tokens per second)
59.23.710.859 I slot print_timing: id  0 | task 55243 |       total time =    5872.29 ms /   409 tokens
59.23.710.860 I slot print_timing: id  0 | task 55243 |    graphs reused =      52648
59.23.710.863 I slot print_timing: id  0 | task 55243 | draft acceptance = 0.90580 (  250 accepted /   276 generated), mean len =  3.72
59.23.710.898 I slot      release: id  0 | task 55243 | stop processing: n_tokens = 409, truncated = 0
59.23.713.645 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 6264314117
59.23.713.726 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 477.901 MiB)
59.23.913.200 I slot launch_slot_: id  0 | task 55338 | processing task, is_child = 0
59.27.359.241 I slot print_timing: id  0 | task 55338 | n_gen =    162, tg =  53.61 t/s, tg_3s =  53.95 t/s
59.30.391.193 I slot print_timing: id  0 | task 55338 | n_gen =    336, tg =  55.51 t/s, tg_3s =  57.39 t/s
59.33.396.424 I slot print_timing: id  0 | task 55338 | n_gen =    479, tg =  52.87 t/s, tg_3s =  47.58 t/s
59.36.434.795 I slot print_timing: id  0 | task 55338 | n_gen =    636, tg =  52.57 t/s, tg_3s =  51.67 t/s
59.39.464.334 I slot print_timing: id  0 | task 55338 | n_gen =    811, tg =  53.61 t/s, tg_3s =  57.76 t/s
59.42.485.563 I slot print_timing: id  0 | task 55338 | n_gen =    982, tg =  54.11 t/s, tg_3s =  56.60 t/s
59.45.538.725 I slot print_timing: id  0 | task 55338 | n_gen =   1170, tg =  55.19 t/s, tg_3s =  61.58 t/s
59.48.585.078 I slot print_timing: id  0 | task 55338 | n_gen =   1335, tg =  55.06 t/s, tg_3s =  54.16 t/s
59.51.626.392 I slot print_timing: id  0 | task 55338 | n_gen =   1508, tg =  55.26 t/s, tg_3s =  56.88 t/s
59.54.672.483 I slot print_timing: id  0 | task 55338 | n_gen =   1659, tg =  54.69 t/s, tg_3s =  49.57 t/s
59.57.717.842 I slot print_timing: id  0 | task 55338 | n_gen =   1800, tg =  53.92 t/s, tg_3s =  46.30 t/s
60.00.778.193 I slot print_timing: id  0 | task 55338 | n_gen =   1974, tg =  54.17 t/s, tg_3s =  56.86 t/s
60.02.077.310 I slot print_timing: id  0 | task 55338 | prompt eval time =     442.98 ms /   238 tokens (    1.86 ms per token,   537.27 tokens per second)
60.02.077.319 I slot print_timing: id  0 | task 55338 |        eval time =   37721.10 ms /  2048 tokens (   18.43 ms per token,    54.27 tokens per second)
60.02.077.319 I slot print_timing: id  0 | task 55338 |       total time =   38164.08 ms /  2286 tokens
60.02.077.320 I slot print_timing: id  0 | task 55338 |    graphs reused =      53247
60.02.077.323 I slot print_timing: id  0 | task 55338 | draft acceptance = 0.78751 ( 1438 accepted /  1826 generated), mean len =  3.36
60.02.077.361 I slot      release: id  0 | task 55338 | stop processing: n_tokens = 2285, truncated = 0
60.02.079.910 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 6302680580
60.02.080.109 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 364.928 MiB)
60.02.360.291 I slot launch_slot_: id  0 | task 55950 | processing task, is_child = 0
60.05.627.272 I slot print_timing: id  0 | task 55950 | n_gen =    180, tg =  58.55 t/s, tg_3s =  58.88 t/s
60.08.629.062 I slot print_timing: id  0 | task 55950 | n_gen =    336, tg =  55.29 t/s, tg_3s =  51.97 t/s
60.09.796.825 I slot print_timing: id  0 | task 55950 | prompt eval time =     209.88 ms /    40 tokens (    5.25 ms per token,   190.58 tokens per second)
60.09.796.833 I slot print_timing: id  0 | task 55950 |        eval time =    7226.61 ms /   405 tokens (   17.89 ms per token,    55.90 tokens per second)
60.09.796.834 I slot print_timing: id  0 | task 55950 |       total time =    7436.50 ms /   445 tokens
60.09.796.834 I slot print_timing: id  0 | task 55950 |    graphs reused =      53363
60.09.796.837 I slot print_timing: id  0 | task 55950 | draft acceptance = 0.80791 (  286 accepted /   354 generated), mean len =  3.42
60.09.796.869 I slot      release: id  0 | task 55950 | stop processing: n_tokens = 444, truncated = 0
60.09.799.205 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 6310400089
60.09.799.274 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 471.252 MiB)
60.09.999.345 I slot launch_slot_: id  0 | task 56071 | processing task, is_child = 0
60.13.284.515 I slot print_timing: id  0 | task 56071 | n_gen =    183, tg =  59.51 t/s, tg_3s =  59.84 t/s
60.16.307.771 I slot print_timing: id  0 | task 56071 | n_gen =    354, tg =  58.05 t/s, tg_3s =  56.56 t/s
60.19.316.951 I slot print_timing: id  0 | task 56071 | n_gen =    528, tg =  57.97 t/s, tg_3s =  57.82 t/s
60.21.652.993 I slot print_timing: id  0 | task 56071 | prompt eval time =     227.04 ms /    55 tokens (    4.13 ms per token,   242.25 tokens per second)
60.21.653.001 I slot print_timing: id  0 | task 56071 |        eval time =   11426.58 ms /   672 tokens (   17.03 ms per token,    58.72 tokens per second)
60.21.653.002 I slot print_timing: id  0 | task 56071 |       total time =   11653.61 ms /   727 tokens
60.21.653.002 I slot print_timing: id  0 | task 56071 |    graphs reused =      53546
60.21.653.005 I slot print_timing: id  0 | task 56071 | draft acceptance = 0.87097 (  486 accepted /   558 generated), mean len =  3.61
60.21.653.036 I slot      release: id  0 | task 56071 | stop processing: n_tokens = 727, truncated = 0
60.21.655.500 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 6322256255
60.21.838.190 I slot launch_slot_: id  0 | task 56260 | processing task, is_child = 0
60.25.114.345 I slot print_timing: id  0 | task 56260 | n_gen =    178, tg =  57.86 t/s, tg_3s =  58.18 t/s
60.28.122.663 I slot print_timing: id  0 | task 56260 | n_gen =    353, tg =  58.01 t/s, tg_3s =  58.17 t/s
60.30.959.143 I slot print_timing: id  0 | task 56260 | prompt eval time =     216.90 ms /    52 tokens (    4.17 ms per token,   239.74 tokens per second)
60.30.959.152 I slot print_timing: id  0 | task 56260 |        eval time =    8904.01 ms /   533 tokens (   16.74 ms per token,    59.75 tokens per second)
60.30.959.152 I slot print_timing: id  0 | task 56260 |       total time =    9120.92 ms /   585 tokens
60.30.959.153 I slot print_timing: id  0 | task 56260 |    graphs reused =      53688
60.30.959.156 I slot print_timing: id  0 | task 56260 | draft acceptance = 0.88966 (  387 accepted /   435 generated), mean len =  3.67
60.30.959.187 I slot      release: id  0 | task 56260 | stop processing: n_tokens = 584, truncated = 0
60.30.961.821 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 6331562407
60.30.961.899 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 487.095 MiB)
60.31.169.873 I slot launch_slot_: id  0 | task 56408 | processing task, is_child = 0
60.34.452.418 I slot print_timing: id  0 | task 56408 | n_gen =    169, tg =  55.97 t/s, tg_3s =  56.31 t/s
60.37.457.272 I slot print_timing: id  0 | task 56408 | n_gen =    358, tg =  59.44 t/s, tg_3s =  62.90 t/s
60.38.753.717 I slot print_timing: id  0 | task 56408 | prompt eval time =     281.11 ms /   108 tokens (    2.60 ms per token,   384.19 tokens per second)
60.38.753.726 I slot print_timing: id  0 | task 56408 |        eval time =    7302.70 ms /   439 tokens (   16.67 ms per token,    59.98 tokens per second)
60.38.753.726 I slot print_timing: id  0 | task 56408 |       total time =    7583.81 ms /   547 tokens
60.38.753.727 I slot print_timing: id  0 | task 56408 |    graphs reused =      53804
60.38.753.730 I slot print_timing: id  0 | task 56408 | draft acceptance = 0.89636 (  320 accepted /   357 generated), mean len =  3.69
60.38.753.767 I slot      release: id  0 | task 56408 | stop processing: n_tokens = 547, truncated = 0
60.38.756.375 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 6339356986
60.38.756.453 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 337.968 MiB)
60.38.952.141 I slot launch_slot_: id  0 | task 56530 | processing task, is_child = 0
60.42.195.484 I slot print_timing: id  0 | task 56530 | n_gen =    164, tg =  54.12 t/s, tg_3s =  54.45 t/s
60.45.203.967 I slot print_timing: id  0 | task 56530 | n_gen =    355, tg =  58.80 t/s, tg_3s =  63.49 t/s
60.48.224.654 I slot print_timing: id  0 | task 56530 | n_gen =    532, tg =  58.73 t/s, tg_3s =  58.60 t/s
60.50.623.818 I slot print_timing: id  0 | task 56530 | prompt eval time =     231.39 ms /    62 tokens (    3.73 ms per token,   267.94 tokens per second)
60.50.623.826 I slot print_timing: id  0 | task 56530 |        eval time =   11440.25 ms /   682 tokens (   16.80 ms per token,    59.53 tokens per second)
60.50.623.826 I slot print_timing: id  0 | task 56530 |       total time =   11671.64 ms /   744 tokens
60.50.623.827 I slot print_timing: id  0 | task 56530 |    graphs reused =      53987
60.50.623.830 I slot print_timing: id  0 | task 56530 | draft acceptance = 0.88889 (  496 accepted /   558 generated), mean len =  3.67
60.50.623.861 I slot      release: id  0 | task 56530 | stop processing: n_tokens = 744, truncated = 0
60.50.626.371 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 6351227081
60.50.626.480 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 347.846 MiB)
60.50.835.886 I slot launch_slot_: id  0 | task 56719 | processing task, is_child = 0
60.54.153.038 I slot print_timing: id  0 | task 56719 | n_gen =    182, tg =  59.03 t/s, tg_3s =  59.35 t/s
60.57.211.492 I slot print_timing: id  0 | task 56719 | n_gen =    375, tg =  61.06 t/s, tg_3s =  63.10 t/s
61.00.231.748 I slot print_timing: id  0 | task 56719 | n_gen =    557, tg =  60.80 t/s, tg_3s =  60.26 t/s
61.03.253.250 I slot print_timing: id  0 | task 56719 | n_gen =    743, tg =  60.99 t/s, tg_3s =  61.56 t/s
61.05.841.198 I slot print_timing: id  0 | task 56719 | prompt eval time =     250.79 ms /    83 tokens (    3.02 ms per token,   330.96 tokens per second)
61.05.841.207 I slot print_timing: id  0 | task 56719 |        eval time =   14754.49 ms /   907 tokens (   16.29 ms per token,    61.41 tokens per second)
61.05.841.207 I slot print_timing: id  0 | task 56719 |       total time =   15005.28 ms /   990 tokens
61.05.841.208 I slot print_timing: id  0 | task 56719 |    graphs reused =      54223
61.05.841.211 I slot print_timing: id  0 | task 56719 | draft acceptance = 0.92500 (  666 accepted /   720 generated), mean len =  3.77
61.05.841.243 I slot      release: id  0 | task 56719 | stop processing: n_tokens = 989, truncated = 0
61.05.843.800 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 6366444462
61.05.843.909 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 353.174 MiB)
61.06.070.900 I slot launch_slot_: id  0 | task 56962 | processing task, is_child = 0
61.09.417.746 I slot print_timing: id  0 | task 56962 | n_gen =    168, tg =  55.61 t/s, tg_3s =  55.95 t/s
61.12.419.223 I slot print_timing: id  0 | task 56962 | n_gen =    342, tg =  56.79 t/s, tg_3s =  57.97 t/s
61.15.440.467 I slot print_timing: id  0 | task 56962 | n_gen =    530, tg =  58.61 t/s, tg_3s =  62.23 t/s
61.18.465.351 I slot print_timing: id  0 | task 56962 | n_gen =    723, tg =  59.91 t/s, tg_3s =  63.80 t/s
61.19.333.397 I slot print_timing: id  0 | task 56962 | prompt eval time =     343.92 ms /   141 tokens (    2.44 ms per token,   409.98 tokens per second)
61.19.333.406 I slot print_timing: id  0 | task 56962 |        eval time =   12918.54 ms /   778 tokens (   16.63 ms per token,    60.15 tokens per second)
61.19.333.407 I slot print_timing: id  0 | task 56962 |       total time =   13262.46 ms /   919 tokens
61.19.333.407 I slot print_timing: id  0 | task 56962 |    graphs reused =      54429
61.19.333.410 I slot print_timing: id  0 | task 56962 | draft acceptance = 0.90000 (  567 accepted /   630 generated), mean len =  3.70
61.19.333.448 I slot      release: id  0 | task 56962 | stop processing: n_tokens = 918, truncated = 0
61.19.336.225 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 6379936667
61.19.336.365 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 424.970 MiB)
61.19.551.044 I slot launch_slot_: id  0 | task 57175 | processing task, is_child = 0
61.23.104.030 I slot print_timing: id  0 | task 57175 | n_gen =    154, tg =  50.90 t/s, tg_3s =  51.23 t/s
61.26.122.249 I slot print_timing: id  0 | task 57175 | n_gen =    325, tg =  53.78 t/s, tg_3s =  56.66 t/s
61.29.153.266 I slot print_timing: id  0 | task 57175 | n_gen =    513, tg =  56.54 t/s, tg_3s =  62.03 t/s
61.32.186.345 I slot print_timing: id  0 | task 57175 | n_gen =    665, tg =  54.93 t/s, tg_3s =  50.11 t/s
61.35.223.729 I slot print_timing: id  0 | task 57175 | n_gen =    842, tg =  55.60 t/s, tg_3s =  58.27 t/s
61.38.266.434 I slot print_timing: id  0 | task 57175 | n_gen =   1014, tg =  55.76 t/s, tg_3s =  56.53 t/s
61.41.302.584 I slot print_timing: id  0 | task 57175 | n_gen =   1162, tg =  54.75 t/s, tg_3s =  48.75 t/s
61.44.348.337 I slot print_timing: id  0 | task 57175 | n_gen =   1330, tg =  54.80 t/s, tg_3s =  55.16 t/s
61.47.397.434 I slot print_timing: id  0 | task 57175 | n_gen =   1494, tg =  54.69 t/s, tg_3s =  53.79 t/s
61.50.454.512 I slot print_timing: id  0 | task 57175 | n_gen =   1666, tg =  54.85 t/s, tg_3s =  56.26 t/s
61.53.455.195 I slot print_timing: id  0 | task 57175 | n_gen =   1836, tg =  55.01 t/s, tg_3s =  56.65 t/s
61.56.460.984 I slot print_timing: id  0 | task 57175 | n_gen =   2008, tg =  55.19 t/s, tg_3s =  57.22 t/s
